"","recordID","survivorShip","gender","productType","issueDate","matDate","birthDate","currentDate","baseFee","riderFee","rollUpRate","gbAmt","gmwbBalance","wbWithdrawalRate","withdrawal","FundValue1","FundValue2","FundValue3","FundValue4","FundValue5","FundValue6","FundValue7","FundValue8","FundValue9","FundValue10","FundNum1","FundNum2","FundNum3","FundNum4","FundNum5","FundNum6","FundNum7","FundNum8","FundNum9","FundNum10","FundFee1","FundFee2","FundFee3","FundFee4","FundFee5","FundFee6","FundFee7","FundFee8","FundFee9","FundFee10","age","ttm","fmv","Delta1","Delta2","Delta3","Delta4","Delta5","Rho1y","Rho2y","Rho3y","Rho4y","Rho5y","Rho7y","Rho10y","Rho30y"
"24528",24528,1,"M","MBRP",39539,48305,24929,41791,0.02,0.005,0,390438.609466,0,0,0,37992.201377,38556.013163,19805.639466,23568.3314,31671.77622,38425.963043,27615.806689,30691.675539,24447.284631,30437.582703,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,46.1972602739726,17.8465753424658,32323.336157,-35935.94245,-22957.9068,-20866.0542,-19146.9565,-18431.8421,0.374754,1.446396,1.680554,2.073663,4.070616,9.928433,-70.048061,-229.604303
"24761",24761,1,"F","MBRP",38169,45474,26115,41791,0.02,0.005,0,354377.676963,0,0,0,35112.9677,33627.940872,21177.279174,16327.783384,29561.965852,34790.553771,27521.20711,24674.652348,24683.897014,27301.326371,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.9479452054794,10.0904109589041,63586.672274,-49182.67105,-32331.41275,-31985.1525,-20695.32105,-23063.1236,0.419176,1.867978,2.08015,2.526779,5.002925,12.275562,-247.862608,-6.910613
"25129",25129,1,"M","MBRP",40269,48670,27820,41791,0.02,0.005,0,412318.91477,0,0,0,52963.830311,48278.61876,35065.894403,28770.78165,35625.932306,51161.885263,43267.978091,39501.83918,38812.840679,39825.256925,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.2767123287671,18.8465753424658,4174.988393,-33716.1593,-20102.335,-22489.0822,-17834.44355,-16286.79995,0.296385,1.126269,1.314921,1.625047,3.186393,7.767366,-43.957598,-198.053125
"27970",27970,1,"F","MBRP",40118,49614,21002,41791,0.02,0.005,0,157763.046903,0,0,0,24024.70492,0,14386.670237,11892.705863,15079.38944,24385.106223,18672.142624,17119.322876,17046.06743,17594.413602,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.9561643835616,21.4328767123288,-2868.710254,-12294.34365,-3673.3667,-7724.1106,-6100.1418,-5694.34575,0.091308,0.33419,0.394416,0.48943,0.957441,2.329668,-5.410435,-72.581346
"27973",27973,1,"M","MBRP",40664,48700,26359,41791,0.02,0.005,0,138975.457196,0,0,0,18661.668896,16720.137798,13037.04881,11549.628893,0,17890.288848,15642.273156,14785.21445,14092.730573,14698.97089,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.2794520547945,18.9287671232877,3172.21301,-12297.9395,-7196.1709,-8398.72085,-6997.346,-848.3645,0.100887,0.382723,0.446988,0.552433,1.083027,2.639233,-14.660382,-68.046544
"28628",28628,1,"F","MBRP",40940,48611,26969,41791,0.02,0.005,0,156506.745644,0,0,0,28045.731217,27172.379583,22591.267458,0,20723.759813,0,0,22307.421006,23937.3285,23019.05716,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,40.6082191780822,18.6849315068493,-1091.611098,-10588.3163,-7978.24805,-9703.14565,-4236.13375,-8834.22415,0.103427,0.394465,0.460165,0.568365,1.114875,2.71804,-16.00264,-68.291839
"29329",29329,1,"M","MBRP",40057,45536,26238,41791,0.02,0.005,0,363942.48281,0,0,0,51389.502794,48792.658351,29640.185427,24707.254775,31251.550284,50511.229587,39205.44425,36099.804597,34673.661266,36326.847108,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.6109589041096,10.2602739726027,19192.027667,-41583.0024,-26171.71865,-26153.2038,-19807.2078,-17105.2002,0.286107,1.272803,1.419085,1.724096,3.413099,8.375842,-165.90412,-9.550598
"30020",30020,1,"F","DBAB",39052,45261,26420,41791,0.02,0.0075,0,446814.647707,0,0,0,43074.013505,39398.21274,0,27704.635827,40297.021293,41813.043156,31434.128595,35538.149879,27018.34853,35002.247953,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.1123287671233,9.50684931506849,127341.554692,-55481.8617,-27133.8962,-21471.86895,-40571.55885,-46073.08985,0.737257,3.006497,3.569009,4.951287,11.238269,-2.890592,-142.369184,-443.137046
"30177",30177,1,"F","DBAB",38412,48639,26359,41791,0.02,0.0075,0,183301.221462,0,0,0,0,21353.434569,12912.853157,11700.5351,0,22405.504992,17329.406408,16837.665389,0,17906.283897,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.2794520547945,18.7616438356164,38943.677232,-12159.038,-7013.25785,-8865.8838,-12937.7142,-1616.39235,0.24063,0.857092,1.033873,1.403912,2.884399,7.781967,10.399181,-242.588536
"30195",30195,1,"F","DBAB",40725,49126,20852,41791,0.02,0.0075,0,213755.98052,0,0,0,27604.408401,25389.639497,19225.943408,16409.546884,19583.490935,26741.472805,23102.809012,21430.082406,20964.827385,21473.074211,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.3671232876712,20.0958904109589,22212.544644,4613.8873,7737.1461,3685.87795,-4466.74595,-6335.8662,1.132849,1.741679,2.254154,2.791729,5.346638,12.290108,38.690168,-266.942629
"30697",30697,1,"F","DBAB",39203,45413,21155,41791,0.02,0.0075,0,404430.851411,0,0,0,33006.513521,30597.334799,17382.926667,23187.503152,32278.861761,32209.126347,24133.453659,28445.363177,20844.398469,27628.136023,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.5369863013699,9.92328767123288,121681.256363,-47237.6806,-24639.4258,-27472.53855,-33982.8611,-36884.5842,0.570774,2.476216,2.7642,3.443892,8.385456,23.632068,-189.151258,-335.771506
"31600",31600,1,"F","DBAB",39264,45474,26724,41791,0.02,0.0075,0,129760.470587,0,0,0,12802.628915,12366.598798,6552.730593,8570.625651,11753.246883,0,9227.530464,10767.926224,8020.757491,10501.777477,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.2794520547945,10.0904109589041,35733.927872,-13715.8414,-6532.46235,-9570.21785,-12248.0171,-13186.55875,0.215409,0.852953,1.011339,1.257699,3.053807,8.963662,-56.004488,-120.917868
"32030",32030,1,"F","DBAB",40483,45962,21429,41791,0.02,0.0075,0,134284.561992,0,0,0,17388.838769,15762.826558,11818.380978,9211.278654,11461.317433,16752.055849,14380.2093,12761.024066,12933.073058,12946.8751,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,55.786301369863,11.427397260274,26970.617819,2328.4611,5037.8136,1782.3931,-4373.54945,-5763.9827,1.164634,1.871913,2.288859,3.104409,5.93285,15.722109,-23.545368,-156.958742
"32167",32167,1,"M","DBAB",38473,45413,26573,41791,0.02,0.0075,0,421647.539214,0,0,0,38700.6848,36558.982614,22920.062579,0,33909.159262,38106.012956,30046.113605,28555.482021,26729.158603,30683.287107,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.6931506849315,9.92328767123288,126170.272759,-52564.01745,-27922.6662,-33164.3446,-14048.54425,-38520.761,0.657002,2.660074,3.224339,4.103163,10.368188,29.197047,-188.408517,-372.654627
"32580",32580,1,"M","DBAB",41395,48335,24990,41791,0.02,0.0075,0,314992.45457,0,0,0,34005.582674,33408.385648,31515.511271,27036.439911,29062.989916,33788.060331,32752.562092,30366.640228,32096.716387,30959.566113,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,46.0301369863014,17.9287671232877,37038.107518,1737.302,7914.8185,3188.46055,-10058.25755,-11946.7417,2.055005,2.32971,3.88465,4.346049,8.715188,20.726662,50.663301,-405.230277
"32734",32734,1,"M","DBAB",39479,45323,26877,41791,0.02,0.0075,0,148456.909085,0,0,0,18404.74652,18646.187635,9465.961956,10789.829016,14853.847937,18602.506622,0,14459.699671,11726.296989,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,40.8602739726027,9.67671232876712,39685.583498,-13855.1059,-6185.4012,-6779.92635,-12529.44255,-13920.71885,0.258138,1.098035,1.623462,2.142987,4.926352,7.286843,-49.898697,-152.280368
"34851",34851,1,"M","DBAB",40544,48580,27851,41791,0.02,0.0075,0,236662.117914,0,0,0,29330.847206,27063.23693,19771.927927,17421.329148,20970.962038,28454.923394,24156.067319,22772.197958,21804.124557,22733.765958,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,38.1917808219178,18.6,29428.71653,1746.9872,6587.39225,2021.5693,-7030.46395,-8981.71495,1.164819,2.070976,2.462888,3.073053,5.88558,14.717344,47.929368,-318.678742
"35526",35526,1,"M","DBAB",36647,45413,19876,41791,0.02,0.0075,0,182689.930091,0,0,0,11408.895883,14753.056951,6059.185886,7030.290512,0,12841.698422,8423.342377,9405.308625,8084.026472,10899.72428,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.041095890411,9.92328767123288,79896.0065,-22223.5614,-15544.95005,-13128.7997,-12837.6032,-1819.47795,0.173498,0.99908,0.994278,1.120454,2.264379,5.329774,-100.476669,-116.982937
"36549",36549,1,"M","DBAB",38353,48945,22678,41791,0.02,0.0075,0,351345.037094,0,0,0,31336.940761,28772.748323,17817.109481,15766.163595,27691.022117,30516.618817,23843.195652,22894.56859,20868.580617,24465.467811,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,52.3643835616438,19.6,60233.914851,-25624.68015,-12022.6338,-15867.4189,-15963.3716,-20821.3767,0.285777,1.245907,1.397923,1.854419,4.008147,10.546501,8.594609,-394.881496
"36902",36902,1,"F","DBAB",39539,49035,26207,41791,0.02,0.0075,0,461701.717069,0,0,0,44239.800176,44896.327564,23062.562857,27444.007819,36880.017488,44744.891451,32157.067117,35738.744892,28467.499848,35442.867952,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.6958904109589,19.8465753424658,66734.372933,-24083.688,-7356.5489,-13997.96725,-22131.77155,-25112.06365,0.539024,2.113937,2.606154,3.865588,6.985594,19.191568,61.869103,-596.733527
"38521",38521,1,"M","DBAB",37561,45231,22190,41791,0.02,0.0075,0,131301.844503,0,0,0,14843.13402,15745.087346,9324.155432,5532.984261,11259.784922,15343.44186,11881.804651,9370.875123,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,53.7013698630137,9.42465753424658,36265.915321,-18700.5991,-9041.28745,-8409.5207,-7698.37235,-10661.57485,0.148058,0.750303,0.861,1.193903,2.714957,-3.317408,-45.97377,-100.887041
"39650",39650,1,"F","DBAB",40664,48700,21217,41791,0.02,0.0075,0,424319.470831,0,0,0,50886.528177,45592.372683,35549.347452,31493.459636,37734.907347,48783.133634,42653.257764,40316.235162,38427.974228,40081.066734,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.3671232876712,18.9287671232877,50415.277555,-773.61725,8349.5997,694.614,-13476.48285,-16326.407,2.051795,2.780668,4.725787,5.256153,10.798378,24.584049,65.857252,-520.611506
"39809",39809,1,"M","DBAB",37316,44986,20972,41791,0.02,0.0075,0,387174.332709,0,0,0,33816.107374,34706.671966,21690.224959,15950.463409,32306.222578,34576.830477,27379.97209,24173.986408,25410.041061,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.0383561643836,8.75342465753425,124748.390546,-50572.2757,-29128.3761,-32712.07225,-23391.4945,-33059.5202,0.363752,2.071574,2.233459,2.850049,6.276302,-61.504398,-88.251642,-281.500822
"39999",39999,1,"M","DBAB",39904,49035,19633,41791,0.02,0.0075,0,265555.395436,0,0,0,36003.453254,34632.659566,22116.688404,14339.977643,18273.260128,35579.717039,28358.954204,23042.841681,25506.77272,24048.390087,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,60.7068493150685,19.8465753424658,33166.758145,-1522.4636,4613.15035,-1085.4793,-6370.9701,-7353.0788,1.412425,1.97544,2.922175,3.382358,5.61477,12.599126,18.161599,-269.984906
"40205",40205,1,"F","WBRP",37926,45597,26696,41791,0.02,0.0065,0,329335.714147,164667.857073,0.05,164667.857073,0,13724.397825,9125.858008,6541.375399,12435.948745,14620.025368,11821.98065,0,10472.449868,11413.165958,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.3561643835616,10.427397260274,79182.255087,-15285.5529,-22534.2104,-22123.1126,-7828.64705,-13235.12435,-1.446475,-2.345168,-5.162208,-8.209811,-12.808654,-25.493391,-21.858059,0
"40395",40395,1,"M","WBRP",37438,44743,21094,41791,0.02,0.0065,0,290373.279263,130667.975668,0.05,159705.303595,10863.610889,11525.205307,6402.671331,3946.246658,8132.684458,11237.480098,8424.628653,6794.764416,7764.900005,8040.75244,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.7041095890411,8.08767123287671,54380.495085,-23346.3736,-17430.75895,-15252.04175,-7701.76725,-8457.4075,-1.280372,-2.099488,-4.746699,-7.384182,-10.97353,-19.741736,-5.590014,0
"40693",40693,1,"M","WBRP",37377,44682,26330,41791,0.02,0.0065,0,348777.575291,139511.030116,0.05,209266.545175,0,0,4209.228323,3072.250106,0,0,0,4860.501286,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.358904109589,7.92054794520548,127335.04951,-15.7165,0,-27.1173,-35.4986,0,-1.681667,-2.869653,-4.658201,-6.261767,-11.602262,-23.506342,-5.264845,0
"41368",41368,1,"F","WBRP",40575,48611,20821,41791,0.02,0.0065,0,344700.948224,292995.80599,0.05,51705.142234,43621.939619,0,29521.059447,26957.445904,32116.773786,41994.145457,35996.256373,34540.406251,32329.158475,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.4520547945205,18.6849315068493,20923.709284,-48956.4856,-12119.71765,-32024.00925,-22486.23465,-17641.4362,-0.664479,-0.723009,-1.655788,-2.474925,-4.8114,-12.492568,-71.824783,-43.578104
"41978",41978,1,"M","WBRP",41214,49614,27030,41791,0.02,0.0065,0,258666.736171,245733.399362,0.05,12933.336809,31440.640942,31734.355033,27191.628788,20901.909176,23634.410846,31585.298554,29272.972595,25691.847784,28531.525079,26723.749506,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,40.441095890411,21.4328767123288,-767.719624,-26529.31465,-17599.31365,-20831.7206,-14144.45225,-11438.71835,-0.3209,-0.282497,-0.765793,-1.178723,-2.301618,-5.993057,-41.033181,-36.458915
"43185",43185,1,"M","WBRP",39387,48519,26543,41791,0.02,0.0065,0,144762.412622,101333.688836,0.05,43428.723787,0,0,7016.274346,9152.114719,0,13864.075794,0,11536.184055,8691.770092,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.7753424657534,18.4328767123288,44973.439555,-12177.14015,-7053.413,-11220.19155,-12758.68215,0,-0.566069,-0.783641,-1.549704,-2.658449,-5.688119,-11.021214,-28.683228,-7.381782
"43257",43257,1,"F","WBRP",39814,48580,26665,41791,0.02,0.0065,0,159753.130974,119814.84823,0.05,39938.282743,26716.269308,26570.735073,16365.155954,10081.036882,12913.826661,0,21017.410439,16696.80497,19083.281693,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.441095890411,18.6,-2214.976174,-12489.45045,-8197.81,-10695.2017,-5829.48775,-4580.6341,-0.187995,-0.227279,-0.499587,-0.745473,-1.464616,-3.830072,-17.945005,-7.248847
"43698",43698,1,"M","WBRP",39479,47515,26420,41791,0.02,0.0065,0,396458.241131,277520.768792,0.05,118937.472339,23577.227966,23886.523841,12126.28181,13822.209295,19028.382629,23830.566689,17022.845844,18523.462689,15021.86281,18505.781245,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.1123287671233,15.6821917808219,81156.570681,-47249.3432,-32782.7051,-27454.55325,-21357.84495,-18631.24775,-1.394243,-1.904057,-3.680797,-5.324593,-11.400129,-31.465051,-84.71039,-22.578628
"44403",44403,1,"M","WBRP",39508,48274,21245,41791,0.02,0.0065,0,297534.38881,208274.072167,0.05,89260.316643,18124.712182,18242.149218,9437.68126,10577.613312,14480.061289,18271.178692,13166.943246,14207.253858,11624.716066,14200.328859,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.2904109589041,17.7616438356164,54267.440637,-33920.357,-23411.52205,-19906.2636,-15323.7746,-13306.80265,-0.973994,-1.32524,-2.567658,-3.716114,-7.777204,-22.131537,-60.289108,-16.157075
"44952",44952,1,"M","WBRP",38899,45839,26696,41791,0.02,0.0065,0,140041.795135,91027.166838,0.05,49014.628297,8784.612629,0,4606.309176,5101.143074,7636.860992,8535.218777,6411.177703,0,5513.48841,6897.243027,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.3561643835616,11.0904109589041,35783.106403,-15783.24285,-5488.8617,-11028.90705,-5450.7601,-7726.06835,-0.558702,-0.790287,-1.488997,-2.404302,-5.692413,-11.299921,-23.392849,-2.383514
"47502",47502,1,"F","WBRP",38078,45383,20668,41791,0.02,0.0065,0,330491.551026,165245.775513,0.05,165245.775513,15919.132602,14999.514184,9423.701124,7391.715597,13588.77699,0,0,11181.937227,10994.217324,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.8712328767123,9.84109589041096,82031.835138,-19358.36005,-16489.2997,-15267.6085,-11494.8924,-12215.2619,-1.419935,-2.294985,-4.679574,-8.909272,-12.469053,-24.489642,-26.754234,0
"47664",47664,1,"M","WBRP",39630,48030,20911,41791,0.02,0.0065,0,144902.093806,108676.570355,0.05,36225.523452,10671.131197,9988.591711,5773.536329,6161.889383,8047.916992,10445.517647,7901.456806,8308.335623,6874.092578,8177.785539,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.2054794520548,17.0931506849315,22335.615424,-18401.66225,-12178.75635,-11115.72535,-8370.35665,-7000.4442,-0.451162,-0.581901,-1.168199,-1.693667,-3.363882,-9.883386,-30.259347,-8.972725
"47910",47910,1,"F","WBRP",38869,47270,20668,41791,0.02,0.0065,0,135157.883766,87852.624448,0.05,47305.259318,0,0,0,0,0,21287.333038,0,0,13817.915097,17349.032367,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.8712328767123,15.0109589041096,33019.985226,-13412.2799,-13281.4427,-10754.9286,-2863.3995,-2863.3995,-0.527504,-0.749061,-1.439508,-2.389998,-5.199185,-10.569319,-21.146045,-2.817938
"48001",48001,1,"M","WBRP",38200,45505,20729,41791,0.02,0.0065,0,142912.447604,78601.846182,0.05,64310.601422,9052.027293,8759.875779,0,4180.681387,7614.060341,9006.240033,0,0,6398.992183,7046.759515,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.7041095890411,10.1753424657534,27002.01537,-12983.94395,-12786.7162,-4771.61005,-4520.6416,-7433.64635,-0.56734,-0.863148,-1.591125,-2.671026,-5.710777,-11.255264,-13.022157,-0.231119
"48290",48290,1,"F","WBRP",38322,45261,25903,41791,0.02,0.0065,0,123615.289474,67988.40921,0.05,55626.880263,0,4558.102139,2888.817731,2607.301885,0,4891.717305,3858.913784,3742.541026,3360.303067,3982.350877,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,43.5287671232877,9.50684931506849,37783.425251,-6841.4107,-7591.92745,-7210.82115,-4732.69435,-721.1313,-0.537949,-0.93028,-2.10981,-3.047571,-4.28653,-9.631733,-13.182665,0
"48299",48299,1,"F","WBRP",39783,47818,26755,41791,0.02,0.0065,0,367624.592295,275718.444222,0.05,91906.148074,43818.856788,42241.441095,26375.403335,17908.689172,23214.312005,43360.706371,34172.221184,28526.436861,30630.828978,29725.564923,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.1945205479452,16.5123287671233,2943.488935,-35603.71205,-23612.8037,-23245.0528,-14396.83785,-11949.1392,-0.529758,-0.640697,-1.410443,-2.103651,-4.162928,-11.027726,-50.41702,-19.377992
"49338",49338,1,"M","WBRP",37438,46204,21125,41791,0.02,0.0065,0,407873.34251,183543.004129,0.05,224330.33838,15259.590333,16188.900107,8993.523659,5543.102378,11423.58967,15784.746381,11833.669602,9544.277906,10906.980585,11294.457198,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.6191780821918,12.0904109589041,76404.828539,-32803.03495,-24491.91935,-21430.43415,-10820.99605,-11882.5318,-1.798927,-2.949709,-6.668731,-10.374201,-15.417898,-27.740601,-7.855466,0
"49463",49463,1,"M","WBRP",40330,48366,21306,41791,0.02,0.0065,0,440873.011953,374742.06016,0.05,66130.951793,63661.823534,59498.786352,42373.508563,29503.610916,37032.834864,0,52121.390698,43774.749797,47142.792723,45222.225746,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,56.1232876712329,18.013698630137,2069.18883,-39003.5547,-25190.0165,-34384.9086,-21634.4596,-17825.2054,-0.605846,-0.652445,-1.512999,-2.281863,-4.440023,-11.565339,-63.057755,-34.570681
"50719",50719,1,"F","WBSU",37895,45566,20941,41791,0.02,0.0075,0,405341.453836,189687.132768,0.05,202670.726918,14608.786819,13676.504022,8963.30093,6281.396262,12035.984483,14353.97661,0,9877.878015,10330.87618,11136.500076,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.1232876712329,10.3424657534247,94778.74644,-27428.1657,-22400.95245,-16504.32875,-11983.19385,-12835.8149,-1.819102,-3.21097,-7.429976,-10.107251,-14.363369,-29.165205,-15.895838,0
"51467",51467,1,"M","WBSU",37288,45323,26390,41791,0.02,0.0075,0,331025.127322,132410.050929,0.05,198615.076393,5718.477441,6096.314861,3707.641057,2548.034758,5287.733861,5937.789795,4655.207227,3974.57133,0,4711.183994,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.1945205479452,9.67671232876712,96935.170714,-13804.69355,-8954.409,-6610.2238,-5138.1216,-5864.2776,-1.97157,-5.023996,-4.632282,-5.974209,-11.068726,-20.756089,-3.778847,0
"53968",53968,1,"M","WBSU",40269,47939,26724,41791,0.02,0.0075,0,422275.573584,330511.458051,0.05,84455.114717,41446.470154,37780.09105,27440.567218,22514.371335,27878.820911,40036.370824,33859.049696,30911.884374,30372.713479,31164.972639,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,41.2794520547945,16.8438356164384,22859.692808,-50184.60535,-31995.62105,-34108.483,-23151.13835,-19055.12515,-0.855079,-1.005956,-2.197733,-3.276687,-6.412149,-16.910177,-83.97264,-39.589656
"54433",54433,1,"F","WBSU",37073,44743,26359,41791,0.02,0.0075,0,346952.633404,138781.053362,0.05,208171.580043,0,0,1784.822628,1422.198653,0,3060.196532,2298.920452,2118.838535,0,2495.470347,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,42.2794520547945,8.08767123287671,129927.472538,-34.0891,-12.9334,-25.7723,-22.3271,-3.7444,-1.719359,-2.902099,-4.733829,-6.373956,-11.814628,-17.935988,-0.874786,0
"54860",54860,1,"M","WBSU",40544,47484,20486,41791,0.02,0.0075,0,376726.13888,320217.218048,0.05,56508.920832,39280.58687,36243.747811,26479.048732,23331.069443,28084.824494,38107.52831,32350.395271,30497.083627,29200.616088,30445.614555,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,58.3698630136986,15.5972602739726,16010.773089,-41441.68305,-26312.40155,-28236.10815,-20221.6382,-16529.22355,-0.630403,-0.669325,-1.582743,-2.414032,-4.716509,-12.29203,-69.685979,-39.688145
"55263",55263,1,"M","WBSU",37956,45261,26054,41791,0.02,0.0075,0,155074.196928,76760.042809,0.05,77537.098464,0,9948.747093,6261.26437,0,9142.058214,10391.052034,0,0,0,8173.120575,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,43.1150684931507,9.50684931506849,34732.411613,-7121.8958,-14248.3623,-7046.6346,-1470.28505,-9694.29985,-0.679541,-1.096582,-2.26382,-3.780016,-6.299719,-11.989591,-10.154997,0
"55486",55486,1,"M","WBSU",38018,45689,20821,41791,0.02,0.0075,0,119448.962119,59724.48106,0.05,59724.48106,6154.067551,0,0,2883.712285,5462.668428,6022.994124,4786.528936,4342.818077,0,0,1,2,3,4,5,6,7,8,9,10,0.003,0.005,0.006,0.008,0.001,0.0038,0.0045,0.0055,0.0057,0.0046,57.4520547945205,10.6794520547945,29641.942369,-12595.6947,-2123.9319,-2095.1159,-4384.2321,-4804.8212,-0.505492,-0.838863,-1.816092,-3.125885,-4.261274,-8.591444,-8.586281,0
